tweet,product,emotion
mention can one of your shirts say winning roflangrybirds iphone ipad sxsw,,No emotion toward brand or product
mention can we make you an iphone case with ttye on it just in time for sxsw we want to show our support,,No emotion toward brand or product
bisot location mention   austin tx usa link sxsw platform  is killing link,,No emotion toward brand or product
music location mobile recording meet mention  ios and android updates in time for sxsw link,,Positive emotion
rt nicoriccelli google to launch major new social network called circles link  sxsw  google denies this,,No emotion toward brand or product
clear succinct visions make for great ux think apple google intuitweve seemed to forget the heart of caringpurpose sxsw rhjrux,,No emotion toward brand or product
opensource geohashing coming soon from mention being used by mention developers called s sxsw,,No emotion toward brand or product
liquidspace launches iphone app mobile marketplace for workspace sxsw  mention link,,No emotion toward brand or product
techcrunch google chris sacca tweets out a fake sxsw beta invite follower swarm ensues  link facebook mention,,No emotion toward brand or product
techcrunch google launchrock and vencorps want to give k to the best startups sxsw l link facebook mention,,No emotion toward brand or product
techcrunch google this post has nothing to do with sxsw editors note this is a guest po link facebook mention,,No emotion toward brand or product
saw a bunch of security guards playing with ipads at the apple store after hours last night sxsw link,,I can't tell
the lawn chair perfect for keyboards thats dans drummer for mist giant sxsw location link    link,,No emotion toward brand or product
sxsw enchantment mention quotbright spot for apple pagemaker saved apple i believe in god bc no other explanation of apple survival,Apple,No emotion toward brand or product
sxsw enchantment mention quotdo i get special treatment by apple no im standing in line at apple store right with youquot,,No emotion toward brand or product
sxsw enchantment mention quotearly apple days any flight over h qualifies for st classquot quotwhen does h start when leaving aptquot,,No emotion toward brand or product
sxsw enchantment mention quotits like saying please dont register just go to googlequot  hahah,,No emotion toward brand or product
sxsw enchantment mention quotno one uses windows voluntarilyquot quotapple is greatest collection of egomaniacs in historyquot haha,Apple,Negative emotion
sxsw enchantment mention quotsell your dream steve jobs doesnt say iphone is  of partsatampt made by ppl in suicidal chinese,iPhone,Negative emotion
sxsw enchantment mention quotwouldnt let apple ii people in our building where they were building macsquot,,No emotion toward brand or product
my apple charger lanyard hack is getting rave reviews  monksofinvention sxsw link,,No emotion toward brand or product
mention check into some of the new chattingtexting startups that are coming out of sxsw link reiphone chat client,,No emotion toward brand or product
mention check it rt mention sxsw free app festival explorer find the bands you want to see from your music tastes link,iPad or iPhone App,Positive emotion
mention check out mention awesome dj skills on the ipad while u are at sxsw,iPad,Positive emotion
mention check out  south by southwest interactive iphoneipad musthave apps sites and tools by mention link sxsw,iPad or iPhone App,Positive emotion
mention check out a bunch of free atx on the mention unofficial sxsw events list here or for iphoneandroid link,,No emotion toward brand or product
mention check out googletv to ipad apps the connected tv experiencelink sxsw connectedtv,,No emotion toward brand or product
mention check out our eventseekr app launching at sxsw keep updated on parties android link iphone app on its way,Android App,Positive emotion
mention check out smyle for android and the web has group chat shared location and media and whiteboarding thanks sxsw app,Android App,Positive emotion
about to check out quotmistakes i made building netflix for iphonequot this is going to be cool you should always learn from mistakes sxsw,iPad or iPhone App,Positive emotion
mention check the latest stream at apples store at sxsw link  ipad here i come playsxsw,iPad,Positive emotion
mention check the latest stream at apples store at sxsw link  ipad wait for me  playsxsw,iPad,Positive emotion
mention check the photo feed from apple store sxsw  link thanks to mention mention mention,,No emotion toward brand or product
just launched the popup apple store at sxsw its our quotvintagequot store format mostly ipods and snarky employees ah the good old days,Apple,Negative emotion
saveustechies panel at sxsw getting off to a great start with a video on the surui carbon project by google link,Google,Positive emotion
apples schiller white iphone will debut in spring dont they also try to sell you faster speed cable sxsw m link,,No emotion toward brand or product
best tsotchke at sxsw so farmy iphone was almost out of power and powermat gave me a free fully charged battery link,,No emotion toward brand or product
stupid technology you always fail at important times at sxsw w an iphone laptop and blackberry and the only thing working is my pen,iPhone,Negative emotion
congrats chris rt mention sxsw interactive award music category to quotwilderness downtownquot mention mention mentione,,No emotion toward brand or product
annas social media picks of the week  link covering social media and japan the ipad  sxsw and more,,No emotion toward brand or product
google social media rt mention we interrupt your regularly scheduled sxsw geek programming with big news link,,No emotion toward brand or product
